BDGNBR,n
199391,8
199392,16
199393,26
199394,15
199395,16
199396,11
199397,9
199398,19
199401,20
199402,2
199403,1
199406,4
199410,5
199419,17
199420,16
199421,21
199422,5
199427,17
199428,3
199429,30
199430,2
199431,7
199433,1
199454,18
199455,1
199456,71
199457,20
199458,66
199459,15
199460,74
199461,22
199462,47
199463,35
199464,69
199465,28
199466,21
199467,54
199468,23
199470,2
199475,3
199511,8
199520,19
199525,34
199526,22
199536,28
199538,26
199541,22
199553,13
199560,2
199561,23
199562,73
199564,33
199565,10
199566,6
199567,4
199568,2
199569,10
199570,8
199571,8
199572,3
199573,10
199574,2
199575,12
199576,4
199577,10
199578,18
199579,3
199580,10
199581,8
199582,11
199583,8
199584,9
199585,10
199586,7
199587,5
199588,9
199589,4
199590,12
199591,7
199592,4
199593,2
199594,9
199595,3
199596,9
199597,14
199618,14
199625,4
199629,51
199632,40
199639,4
199640,2
199641,20
199642,13
199643,8
199644,4
199645,5
199646,4
199647,9
199648,8
199654,1
199661,4
199662,5
199668,32
199676,2
199677,13
199679,14
199680,15
199695,3
199703,21
199706,39
199708,30
199709,14
199719,70
199720,53
199721,27
199722,11
199723,19
199724,75
199725,20
199726,70
199727,10
199728,24
199729,75
199730,85
199731,24
199732,78
199733,5
199734,73
199735,78
199736,79
199737,37
199738,18
199739,35
199740,11
199741,48
199742,75
199743,6
199744,63
199745,22
199746,25
199747,14
199748,15
199749,57
199750,29
199751,15
199752,51
199753,67
199754,12
199755,16
199756,78
199757,22
199758,22
199759,62
199760,52
199761,28
199791,17
199792,81
199793,66
199794,12
199795,75
199796,10
199820,6
199821,1
199832,8
199852,9
199885,1
199951,14
199962,7
200006,2
200007,1
200008,1
200009,3
200010,1
200011,2
200012,11
200013,1
200014,1
200015,1
200016,1
200017,1
200018,1
200019,2
200020,9
200030,1
200039,1
200041,1
200081,1
200104,1
200139,1
200143,12
200144,8
200145,8
200154,4
200184,9
200185,9
200196,23
200217,3
200220,1
200228,2
200233,2
200252,1
200253,8
200254,6
200256,4
200257,4
200260,6
200261,2
200264,17
200265,27
200267,1
200268,1
200276,14
200279,6
200280,11
200281,8
200282,10
200283,1
200284,7
200287,21
200321,9
200323,3
200330,5
200371,1
200378,1
200383,10
200391,12
200392,19
200393,24
200394,9
200405,18
200406,2
200477,15
200478,10
200479,11
200522,1
200527,11
200528,7
200530,8
200570,8
200576,1
200591,2
200609,1
200610,2
200621,2
200622,3
200623,10
200624,8
200625,12
200626,7
200628,4
200629,8
200630,6
200645,11
200665,3
200672,3
200673,24
200699,1
200744,5
200749,4
200751,1
200752,6
200754,5
200765,9
200770,8
200771,11
200772,8
200779,1
200835,1
200846,12
200847,11
200848,7
200851,9
200852,10
200853,2
200861,8
200884,4
200901,7
200902,4
200903,8
200910,6
200912,7
200913,10
200914,1
200915,5
200917,7
200918,1
200919,1
200922,8
200925,1
200926,1
200927,7
200928,6
200929,7
200930,6
200931,7
200940,13
200964,5
200972,56
200973,58
200975,64
200976,41
200977,61
200979,20
200980,63
200981,63
200982,19
200983,2
200985,66
200987,24
200988,14
200989,12
200990,47
200991,17
200992,56
200993,43
200996,69
200997,26
200998,26
200999,59
201000,7
201001,28
201002,65
201003,32
201004,59
201005,69
201006,60
201007,60
201008,36
201009,76
201010,10
201011,62
201012,77
201013,18
201014,34
201015,5
201016,48
201018,59
201019,23
201020,82
201023,47
201031,23
201032,70
201033,9
201034,58
201035,68
201036,59
201037,81
201038,24
201039,35
201040,32
201041,66
201042,6
201043,66
201044,45
201045,75
201046,48
201048,37
201056,63
201057,66
201058,55
201059,54
201060,63
201061,60
201062,23
201063,45
201064,14
201065,74
201066,75
201067,65
201068,44
201069,62
201070,51
201071,21
201072,54
201073,54
201088,30
201089,35
201090,60
201091,74
201092,55
201093,67
201094,76
201095,2
201096,49
201097,58
201098,48
201099,56
201100,37
201101,67
201102,9
201103,4
201104,60
201105,65
201114,50
201116,59
201117,62
201118,72
201120,25
201121,45
201122,66
201123,7
201124,56
201125,8
201130,55
201131,46
201132,28
201133,64
201134,51
201135,20
201136,12
201137,27
201138,4
201139,9
201140,15
201141,51
201142,68
201143,14
201144,60
201145,60
201146,70
201147,65
201148,40
201149,62
201150,40
201151,74
201152,56
201153,53
201154,65
201155,21
201156,11
201158,1
201159,5
201160,12
201161,5
201162,6
201163,6
201164,27
201165,23
201166,7
201167,31
201168,5
201169,67
201170,67
201171,67
201175,67
201179,72
201181,68
201188,66
201189,73
201191,62
201194,33
201195,7
201203,17
201204,11
201205,10
201206,6
201207,24
201208,6
201222,22
201231,9
201237,29
201246,7
201252,12
201253,57
201254,67
201255,63
201256,25
201257,48
201259,13
201260,30
201261,36
201262,32
201264,3
201266,13
201270,12
201274,18
201281,3
201282,7
201285,12
201287,10
201288,6
201289,17
201290,2
201291,21
201299,14
201325,52
201326,14
201327,73
201328,41
201329,31
201330,58
201332,58
201333,58
201334,21
201335,60
201336,48
201337,53
201338,8
201357,11
201382,67
201383,25
201384,65
201385,50
201386,45
201387,35
201388,5
201389,2
201390,51
201391,50
201392,10
201393,3
201394,36
201395,62
201396,45
201397,1
201398,37
201399,46
201400,49
201401,25
201402,4
201404,4
201405,12
201406,10
201422,25
201434,61
201435,19
201445,6
201451,6
201452,2
201455,21
201465,7
201526,16
201527,4
201528,2
201529,21
201530,7
201531,7
201532,6
201533,1
201534,5
201535,13
201536,15
201537,20
201538,9
201539,14
201540,4
201541,10
201557,19
201558,13
201559,16
201560,1
201585,8
201597,11
201603,1
201646,51
201647,35
201655,1
201688,2
201693,1
201838,53
201841,4
201913,17
201937,1
201966,2
201971,2
202026,16
202027,2
202028,6
202029,19
202113,1
202114,1
202115,2
202116,1
202117,1
202118,1
202119,3
202120,5
202121,5
202124,1
202126,21
202127,1
202128,3
202133,12
202134,1
202135,1
202136,1
202137,1
202139,7
202140,8
202141,4
202142,1
202143,1
202144,1
202145,1
202146,1
202147,1
202148,1
202149,1
202150,1
202152,1
202153,2
202154,1
202176,9
202177,11
202178,22
202179,15
202180,7
202181,17
202182,10
202183,9
202184,4
202185,5
202186,14
202187,10
202188,8
202189,12
202190,13
202191,14
202192,6
202193,11
202194,7
202195,15
202196,21
202197,11
202198,11
202199,15
202200,22
202201,10
202202,11
202203,9
202204,9
202205,9
202206,15
202207,13
202208,10
202209,13
202210,18
202211,12
202212,22
202213,17
202214,8
202224,8
202226,2
202227,16
202228,6
202229,14
202230,16
202233,9
202236,2
202237,2
202238,2
202242,7
202243,6
202244,2
202247,17
202250,10
202251,10
202252,27
202253,13
202254,4
202255,9
202263,13
202264,8
202265,12
202266,14
202267,13
202268,10
202273,7
202275,18
202276,10
202280,11
202298,6
202299,10
202339,1
202340,1
202350,1
202434,23
202598,2
202623,3
202624,9
202625,4
202638,1
202643,1
202650,1
202652,8
202653,1
202654,1
202657,1
202670,4
202671,1
202672,12
202676,1
202687,16
202742,7
202759,1
202761,4
202777,5
202778,1
202788,6
202831,8
202861,9
202867,5
202868,3
202871,4
202876,6
202879,1
202881,5
202883,4
202884,7
202892,1
202895,2
202905,3
202906,1
202907,1
202908,3
202915,1
202926,1
202932,1
202933,3
202934,2
202940,8
202941,6
202942,7
202943,4
202944,4
202954,1
202955,1
202968,11
202970,2
202971,2
202972,11
202990,3
202991,2
202997,10
203002,15
203003,6
203004,10
203018,6
203021,8
203030,3
203032,3
203033,4
203047,1
203059,1
203060,1
203061,6
203171,3
203178,7
203202,9
203245,1
203300,6
203313,3
203315,1
203318,6
203348,1
203352,1
203409,1
203485,1
NA,324616
