TOD,n
2/4/2021 11:53,1
2/4/2021 12:00,1
2/4/2021 12:23,1
2/4/2021 13:24,1
2/4/2021 13:39,1
2/4/2021 14:01,1
2/4/2021 14:09,2
2/4/2021 14:33,1
2/4/2021 15:15,1
2/4/2021 17:47,1
2/4/2021 17:48,2
2/4/2021 17:50,2
2/4/2021 17:51,1
2/4/2021 19:32,2
2/4/2021 19:38,1
2/4/2021 8:22,1
2/4/2021 8:25,1
2/4/2021 8:37,1
2/4/2021 8:43,1
2/4/2021 8:59,1
2/4/2021 9:20,1
2/4/2021 9:36,1
2/4/2021 9:49,1
2/5/2021 10:28,1
2/5/2021 10:45,1
2/5/2021 11:04,1
2/5/2021 11:35,1
2/5/2021 11:50,1
2/5/2021 12:05,1
2/5/2021 12:45,1
2/5/2021 12:52,1
2/5/2021 13:17,1
2/5/2021 13:54,1
2/5/2021 14:00,1
2/5/2021 14:02,1
2/5/2021 14:11,1
2/5/2021 14:24,1
2/5/2021 14:29,1
2/5/2021 14:31,1
2/5/2021 14:59,1
2/5/2021 15:27,1
2/5/2021 17:32,1
2/5/2021 18:14,1
2/5/2021 18:15,2
2/5/2021 9:09,1
2/5/2021 9:30,1
2/5/2021 9:52,1
2/7/2021 16:41,1
2/8/2021 11:18,1
2/8/2021 12:50,1
2/8/2021 12:51,3
2/8/2021 14:42,1
2/8/2021 15:29,1
2/8/2021 8:58,1
2/8/2021 9:08,1
2/8/2021 9:30,1
2/9/2021 10:02,2
2/9/2021 10:30,1
2/9/2021 11:04,1
2/9/2021 12:48,1
2/9/2021 12:49,1
2/9/2021 12:54,2
2/9/2021 13:12,1
2/9/2021 13:28,1
2/9/2021 13:30,1
2/9/2021 13:41,2
2/9/2021 14:08,2
2/9/2021 14:20,1
2/9/2021 14:29,1
2/9/2021 15:26,1
2/9/2021 15:29,1
2/9/2021 16:00,1
2/9/2021 19:37,1
2/9/2021 8:05,1
2/9/2021 9:48,1
2/9/2022 11:54,1
3/1/2021,15
3/10/2021,26
3/11/2021,25
3/12/2021,21
3/13/2021,2
3/15/2021,15
3/16/2021,20
3/17/2021,12
3/18/2021,26
3/19/2021,16
3/2/2021,23
3/20/2021,1
3/22/2021,9
3/23/2021,30
3/24/2021,20
3/25/2021,7
3/26/2021,13
3/27/2021,1
3/29/2021,9
3/3/2021,20
3/30/2021,15
3/31/2021,42
3/4/2021,16
3/5/2021,39
3/6/2021,2
3/7/2021,4
3/8/2021,13
3/9/2021,18
4/1/2021 10:40,1
4/1/2021 10:54,1
4/1/2021 11:18,1
4/1/2021 11:31,1
4/1/2021 12:08,1
4/1/2021 13:20,1
4/1/2021 14:14,1
4/1/2021 15:09,1
4/1/2021 15:21,1
4/1/2021 16:40,1
4/1/2021 17:11,1
4/1/2021 17:36,1
4/1/2021 20:46,1
4/11/2021 10:42,1
4/11/2021 16:06,1
4/12/2021 12:20,1
4/12/2021 12:22,1
4/12/2021 12:27,1
4/12/2021 13:05,1
4/12/2021 13:50,1
4/12/2021 13:51,1
4/12/2021 13:57,1
4/12/2021 13:58,1
4/12/2021 14:04,3
4/12/2021 14:12,1
4/12/2021 14:17,1
4/12/2021 15:27,1
4/12/2021 15:36,1
4/12/2021 16:44,1
4/12/2021 16:52,1
4/12/2021 17:44,3
4/12/2021 18:07,1
4/12/2021 20:17,3
4/12/2021 20:18,2
4/12/2021 20:19,1
4/12/2021 23:14,1
4/12/2021 23:15,2
4/12/2021 9:33,1
4/13/2021 10:02,1
4/13/2021 11:49,2
4/13/2021 11:50,1
4/13/2021 12:12,1
4/13/2021 12:17,1
4/13/2021 13:09,1
4/13/2021 13:14,2
4/13/2021 13:33,1
4/13/2021 13:38,1
4/13/2021 13:42,1
4/13/2021 13:43,3
4/13/2021 13:54,1
4/13/2021 13:55,1
4/13/2021 15:46,1
4/13/2021 15:48,1
4/13/2021 18:25,1
4/13/2021 18:28,1
4/13/2021 19:18,1
4/13/2021 9:08,1
4/13/2021 9:21,1
4/13/2021 9:22,1
4/14/2021 10:38,1
4/14/2021 10:39,1
4/14/2021 13:11,1
4/14/2021 13:35,1
4/14/2021 14:05,1
4/14/2021 14:06,1
4/14/2021 14:15,1
4/14/2021 14:48,2
4/14/2021 15:18,1
4/14/2021 15:50,1
4/14/2021 16:19,1
4/14/2021 16:59,1
4/14/2021 17:08,1
4/14/2021 17:09,6
4/14/2021 17:16,2
4/14/2021 21:29,1
4/14/2021 9:50,1
4/14/2021 9:56,1
4/15/2021 11:22,1
4/15/2021 12:27,1
4/15/2021 13:06,1
4/15/2021 13:43,1
4/15/2021 14:07,1
4/15/2021 14:24,1
4/15/2021 14:48,1
4/15/2021 15:46,1
4/15/2021 15:49,1
4/15/2021 16:00,1
4/15/2021 16:18,1
4/15/2021 16:28,1
4/15/2021 16:38,1
4/15/2021 17:20,2
4/15/2021 20:59,1
4/16/2021 11:06,1
4/16/2021 11:29,1
4/16/2021 11:35,1
4/16/2021 11:42,1
4/16/2021 11:47,1
4/16/2021 11:59,1
4/16/2021 12:00,1
4/16/2021 12:14,1
4/16/2021 14:16,2
4/16/2021 16:20,1
4/16/2021 16:44,1
4/16/2021 17:41,2
4/16/2021 17:44,1
4/16/2021 18:12,1
4/16/2021 18:20,1
4/16/2021 18:53,1
4/16/2021 8:19,1
4/16/2021 9:05,1
4/16/2021 9:07,1
4/16/2021 9:26,1
4/16/2021 9:32,1
4/16/2021 9:45,1
4/17/2021 11:29,1
4/17/2021 13:14,1
4/17/2021 18:22,1
4/19/2021 11:12,1
4/19/2021 11:29,1
4/19/2021 13:08,1
4/19/2021 13:12,1
4/19/2021 13:38,1
4/19/2021 14:31,1
4/19/2021 15:06,1
4/19/2021 15:26,1
4/19/2021 15:52,1
4/19/2021 16:38,1
4/19/2021 17:43,1
4/19/2021 9:19,1
4/2/2021 10:14,1
4/2/2021 10:41,1
4/2/2021 10:56,1
4/2/2021 11:04,3
4/2/2021 11:17,2
4/2/2021 11:56,2
4/2/2021 12:15,1
4/2/2021 12:20,1
4/2/2021 13:44,1
4/2/2021 14:25,1
4/2/2021 15:30,1
4/2/2021 17:00,1
4/2/2021 22:43,1
4/20/2021 10:25,1
4/20/2021 11:27,1
4/20/2021 12:03,1
4/20/2021 12:22,1
4/20/2021 12:41,1
4/20/2021 12:45,1
4/20/2021 13:05,1
4/20/2021 13:07,1
4/20/2021 13:47,1
4/20/2021 14:59,1
4/20/2021 15:08,1
4/20/2021 15:21,1
4/20/2021 15:36,1
4/20/2021 15:42,1
4/20/2021 15:44,1
4/20/2021 15:50,4
4/20/2021 15:51,2
4/20/2021 15:54,1
4/20/2021 15:55,2
4/20/2021 16:48,1
4/20/2021 17:20,1
4/20/2021 17:21,1
4/20/2021 17:31,1
4/21/2021 12:46,1
4/21/2021 12:47,2
4/21/2021 13:02,1
4/21/2021 13:12,1
4/21/2021 14:07,1
4/21/2021 14:11,3
4/21/2021 14:42,2
4/21/2021 14:49,1
4/21/2021 14:55,2
4/21/2021 15:00,1
4/21/2021 15:06,2
4/21/2021 15:19,1
4/21/2021 15:26,1
4/21/2021 15:34,1
4/21/2021 15:57,4
4/21/2021 16:08,1
4/21/2021 16:34,1
4/21/2021 18:27,1
4/21/2021 9:33,1
4/21/2021 9:45,1
4/21/2021 9:58,1
4/22/2021 10:28,2
4/22/2021 10:30,1
4/22/2021 11:41,1
4/22/2021 11:47,2
4/22/2021 12:07,1
4/22/2021 12:08,4
4/22/2021 12:16,1
4/22/2021 12:58,1
4/22/2021 13:00,1
4/22/2021 13:04,1
4/22/2021 14:06,1
4/22/2021 14:37,1
4/22/2021 15:34,1
4/22/2021 15:35,2
4/22/2021 15:39,1
4/22/2021 15:42,1
4/22/2021 15:44,1
4/22/2021 15:45,2
4/22/2021 16:01,1
4/22/2021 16:10,2
4/22/2021 16:22,1
4/22/2021 16:40,1
4/22/2021 16:53,2
4/22/2021 16:54,1
4/22/2021 18:06,1
4/22/2021 18:45,2
4/22/2021 8:42,1
4/22/2021 8:58,1
4/22/2021 9:09,1
4/22/2021 9:28,1
4/23/2021 10:21,1
4/23/2021 10:43,1
4/23/2021 10:51,1
4/23/2021 11:31,1
4/23/2021 11:42,1
4/23/2021 11:56,2
4/23/2021 11:57,1
4/23/2021 12:05,1
4/23/2021 12:08,1
4/23/2021 12:11,1
4/23/2021 12:13,1
4/23/2021 12:15,1
4/23/2021 12:24,2
4/23/2021 12:26,1
4/23/2021 12:29,1
4/23/2021 12:30,1
4/23/2021 12:34,1
4/23/2021 12:38,1
4/23/2021 12:47,1
4/23/2021 13:03,1
4/23/2021 13:04,1
4/23/2021 13:19,1
4/23/2021 13:46,1
4/23/2021 13:54,1
4/23/2021 14:10,1
4/23/2021 14:25,1
4/23/2021 14:28,1
4/23/2021 14:44,1
4/23/2021 14:52,2
4/23/2021 15:28,1
4/23/2021 16:40,2
4/23/2021 16:41,1
4/23/2021 16:42,1
4/23/2021 17:01,1
4/23/2021 17:12,1
4/23/2021 17:31,1
4/23/2021 18:08,1
4/23/2021 22:46,1
4/23/2021 9:42,1
4/23/2021 9:58,1
4/24/2021 13:55,2
4/24/2021 14:46,2
4/25/2021 10:03,1
4/26/2021 10:06,3
4/26/2021 10:07,1
4/26/2021 11:48,1
4/26/2021 12:27,1
4/26/2021 12:41,2
4/26/2021 13:33,1
4/26/2021 13:52,1
4/26/2021 14:01,1
4/26/2021 14:15,1
4/26/2021 14:27,1
4/26/2021 14:39,1
4/26/2021 15:01,1
4/26/2021 15:26,1
4/26/2021 15:27,1
4/26/2021 15:31,2
4/26/2021 17:37,3
4/27/2021 11:18,2
4/27/2021 12:29,2
4/27/2021 12:39,1
4/27/2021 13:03,1
4/27/2021 13:36,1
4/27/2021 13:51,1
4/27/2021 14:16,1
4/27/2021 14:17,2
4/27/2021 14:18,1
4/27/2021 14:22,1
4/27/2021 15:18,1
4/27/2021 15:19,1
4/27/2021 15:37,1
4/27/2021 15:48,1
4/27/2021 16:58,3
4/27/2021 17:27,1
4/27/2021 18:12,1
4/27/2021 18:43,1
4/27/2021 18:47,1
4/27/2021 8:27,1
4/27/2021 8:52,1
4/27/2021 8:59,1
4/27/2021 9:03,3
4/28/2021 10:18,1
4/28/2021 11:07,4
4/28/2021 11:58,1
4/28/2021 12:17,1
4/28/2021 12:38,2
4/28/2021 13:00,1
4/28/2021 13:01,1
4/28/2021 13:03,1
4/28/2021 13:06,1
4/28/2021 13:25,1
4/28/2021 13:45,1
4/28/2021 14:40,3
4/28/2021 15:01,1
4/28/2021 15:11,1
4/28/2021 15:43,1
4/28/2021 16:07,1
4/28/2021 16:41,1
4/28/2021 17:05,2
4/28/2021 17:29,1
4/28/2021 18:13,1
4/28/2021 18:32,1
4/28/2021 8:45,3
4/29/2021 10:59,1
4/29/2021 11:13,2
4/29/2021 12:23,2
4/29/2021 12:25,1
4/29/2021 12:27,1
4/29/2021 16:32,1
4/29/2021 17:00,1
4/29/2021 17:22,1
4/29/2021 17:51,3
4/29/2021 20:19,2
4/29/2021 7:08,1
4/29/2021 7:12,1
4/29/2021 7:42,1
4/30/2021 10:49,1
4/30/2021 11:00,1
4/30/2021 11:03,1
4/30/2021 11:14,1
4/30/2021 11:44,1
4/30/2021 11:51,1
4/30/2021 12:33,1
4/30/2021 12:34,1
4/30/2021 12:37,1
4/30/2021 12:55,1
4/30/2021 13:24,1
4/30/2021 13:51,1
4/30/2021 14:00,1
4/30/2021 14:02,1
4/30/2021 14:09,1
4/30/2021 14:12,1
4/30/2021 16:14,1
4/30/2021 16:15,2
4/30/2021 17:26,1
4/30/2021 17:30,1
4/30/2021 8:05,1
4/5/2021 10:26,1
4/5/2021 11:39,2
4/5/2021 12:38,1
4/5/2021 13:27,1
4/5/2021 13:28,1
4/5/2021 14:49,1
4/5/2021 15:07,1
4/5/2021 17:05,1
4/5/2021 17:41,1
4/6/2021 12:02,1
4/6/2021 13:12,1
4/6/2021 13:13,1
4/6/2021 13:18,2
4/6/2021 13:26,1
4/6/2021 13:55,1
4/6/2021 14:13,2
4/6/2021 14:14,1
4/6/2021 14:16,1
4/6/2021 14:17,3
4/6/2021 14:23,1
4/6/2021 14:31,1
4/6/2021 15:27,1
4/6/2021 16:40,3
4/6/2021 16:42,1
4/6/2021 18:23,3
4/7/2021 10:08,1
4/7/2021 10:16,1
4/7/2021 10:46,1
4/7/2021 11:56,1
4/7/2021 12:02,1
4/7/2021 13:42,2
4/7/2021 13:55,1
4/7/2021 14:35,1
4/7/2021 14:44,1
4/7/2021 15:32,1
4/7/2021 15:44,1
4/7/2021 16:11,1
4/7/2021 17:07,1
4/7/2021 17:27,1
4/7/2021 17:40,1
4/8/2021 10:23,2
4/8/2021 11:29,1
4/8/2021 11:43,2
4/8/2021 11:44,2
4/8/2021 11:45,3
4/8/2021 12:50,2
4/8/2021 13:06,1
4/8/2021 13:07,1
4/8/2021 13:09,1
4/8/2021 13:17,1
4/8/2021 13:41,1
4/8/2021 13:51,1
4/8/2021 13:55,1
4/8/2021 14:10,2
4/8/2021 14:11,1
4/8/2021 14:16,1
4/8/2021 14:44,1
4/8/2021 14:54,1
4/8/2021 15:18,1
4/8/2021 15:19,1
4/8/2021 15:34,1
4/8/2021 16:28,1
4/8/2021 17:16,5
4/8/2021 18:27,1
4/8/2021 9:04,1
4/8/2021 9:35,1
4/9/2021 10:27,1
4/9/2021 10:37,1
4/9/2021 10:56,1
4/9/2021 11:10,2
4/9/2021 11:14,1
4/9/2021 11:23,1
4/9/2021 11:50,1
4/9/2021 12:11,2
4/9/2021 12:34,1
4/9/2021 12:41,1
4/9/2021 12:44,1
4/9/2021 13:13,1
4/9/2021 13:27,1
4/9/2021 13:38,1
4/9/2021 13:56,1
4/9/2021 13:57,1
4/9/2021 13:59,1
4/9/2021 14:52,2
4/9/2021 15:34,2
4/9/2021 15:41,1
4/9/2021 15:54,2
4/9/2021 16:36,1
4/9/2021 17:19,1
4/9/2021 20:41,1
4/9/2021 9:21,1
4/9/2021 9:32,2
5/1/2021 16:37,1
5/1/2021 17:02,1
5/10/2021 11:14,1
5/10/2021 11:41,1
5/10/2021 11:42,1
5/10/2021 11:46,1
5/10/2021 11:52,2
5/10/2021 12:03,1
5/10/2021 12:13,1
5/10/2021 12:18,1
5/10/2021 14:25,1
5/10/2021 15:18,1
5/10/2021 15:33,1
5/10/2021 15:54,1
5/10/2021 18:11,1
5/10/2021 18:14,1
5/10/2021 18:18,2
5/10/2021 18:36,1
5/10/2021 9:47,1
5/10/2021 9:57,1
5/11/2021 10:07,1
5/11/2021 11:20,1
5/11/2021 12:18,1
5/11/2021 13:36,1
5/11/2021 15:27,1
5/11/2021 15:54,1
5/11/2021 16:47,1
5/11/2021 17:12,1
5/11/2021 17:16,2
5/12/2021 10:08,1
5/12/2021 10:26,1
5/12/2021 10:32,1
5/12/2021 10:38,1
5/12/2021 11:04,1
5/12/2021 11:12,1
5/12/2021 11:44,3
5/12/2021 12:33,2
5/12/2021 12:36,1
5/12/2021 12:41,2
5/12/2021 13:20,1
5/12/2021 14:33,2
5/12/2021 15:08,1
5/12/2021 15:55,1
5/12/2021 16:03,1
5/12/2021 16:07,1
5/12/2021 16:11,1
5/12/2021 16:28,2
5/12/2021 16:31,1
5/12/2021 16:39,1
5/12/2021 9:37,2
5/13/2021 11:01,1
5/13/2021 11:14,2
5/13/2021 11:39,1
5/13/2021 12:11,1
5/13/2021 13:03,1
5/13/2021 13:19,2
5/13/2021 13:49,1
5/13/2021 13:54,1
5/13/2021 13:55,1
5/13/2021 14:41,2
5/13/2021 15:08,1
5/13/2021 15:51,1
5/13/2021 17:21,1
5/13/2021 17:28,2
5/13/2021 17:29,3
5/13/2021 17:35,2
5/13/2021 18:37,1
5/13/2021 19:18,1
5/13/2021 8:57,1
5/13/2021 9:16,1
5/14/2021 11:03,1
5/14/2021 11:31,2
5/14/2021 11:44,1
5/14/2021 11:45,1
5/14/2021 11:47,5
5/14/2021 11:48,2
5/14/2021 12:02,1
5/14/2021 12:05,1
5/14/2021 12:19,1
5/14/2021 12:20,2
5/14/2021 12:26,1
5/14/2021 12:41,2
5/14/2021 12:49,1
5/14/2021 13:36,1
5/14/2021 13:47,1
5/14/2021 15:32,1
5/14/2021 16:06,1
5/14/2021 16:16,1
5/14/2021 16:27,3
5/14/2021 17:19,1
5/14/2021 17:20,3
5/14/2021 17:21,1
5/14/2021 17:35,1
5/14/2021 18:51,1
5/14/2021 18:53,1
5/14/2021 9:29,2
5/15/2021 16:37,2
5/16/2021 11:36,3
5/17/2021 10:28,1
5/17/2021 10:29,1
5/17/2021 11:07,1
5/17/2021 12:11,1
5/17/2021 12:53,1
5/17/2021 13:14,4
5/17/2021 13:45,1
5/17/2021 13:59,1
5/17/2021 14:01,1
5/17/2021 14:10,1
5/17/2021 14:27,1
5/17/2021 15:05,1
5/17/2021 15:17,1
5/17/2021 15:46,1
5/17/2021 17:22,1
5/17/2021 20:22,2
5/17/2021 20:23,1
5/17/2021 20:57,1
5/17/2021 21:01,1
5/17/2021 8:29,1
5/18/2021 11:18,2
5/18/2021 11:19,1
5/18/2021 11:48,1
5/18/2021 11:50,1
5/18/2021 11:59,3
5/18/2021 12:01,1
5/18/2021 12:06,1
5/18/2021 12:13,1
5/18/2021 12:18,1
5/18/2021 12:31,1
5/18/2021 12:39,2
5/18/2021 13:42,1
5/18/2021 14:21,1
5/18/2021 14:50,1
5/18/2021 15:11,1
5/18/2021 15:59,1
5/18/2021 16:21,1
5/18/2021 17:25,1
5/18/2021 17:28,1
5/18/2021 18:17,1
5/18/2021 20:42,2
5/18/2021 20:54,1
5/18/2021 7:11,1
5/18/2021 7:19,2
5/18/2021 8:56,3
5/18/2021 9:37,2
5/19/2021 10:22,1
5/19/2021 10:37,4
5/19/2021 11:07,1
5/19/2021 12:09,1
5/19/2021 12:30,3
5/19/2021 13:23,1
5/19/2021 14:33,6
5/19/2021 14:34,1
5/19/2021 14:43,1
5/19/2021 15:32,1
5/19/2021 15:37,2
5/19/2021 15:53,3
5/19/2021 16:05,1
5/19/2021 16:10,1
5/19/2021 16:12,1
5/19/2021 16:45,1
5/19/2021 16:57,1
5/19/2021 17:02,1
5/19/2021 17:19,1
5/19/2021 17:39,1
5/19/2021 18:19,1
5/19/2021 18:27,1
5/19/2021 18:46,2
5/19/2021 18:54,3
5/19/2021 9:40,1
5/19/2021 9:41,2
5/2/2021 11:23,1
5/2/2021 12:02,1
5/2/2021 13:12,1
5/20/2021 10:01,2
5/20/2021 10:03,1
5/20/2021 11:18,1
5/20/2021 11:54,1
5/20/2021 12:49,1
5/20/2021 13:00,2
5/20/2021 13:11,1
5/20/2021 13:18,2
5/20/2021 13:22,1
5/20/2021 13:56,2
5/20/2021 13:59,1
5/20/2021 14:18,2
5/20/2021 14:20,2
5/20/2021 14:23,1
5/20/2021 14:34,1
5/20/2021 14:44,1
5/20/2021 14:47,1
5/20/2021 14:49,1
5/20/2021 14:52,1
5/20/2021 15:03,3
5/20/2021 15:25,1
5/20/2021 15:30,1
5/20/2021 16:19,2
5/20/2021 16:38,4
5/20/2021 16:39,3
5/20/2021 17:07,2
5/20/2021 17:20,1
5/20/2021 17:24,1
5/20/2021 19:37,2
5/20/2021 9:23,1
5/20/2021 9:57,1
5/21/2021 10:28,1
5/21/2021 10:43,1
5/21/2021 10:53,1
5/21/2021 11:36,1
5/21/2021 12:18,1
5/21/2021 13:18,1
5/21/2021 14:11,2
5/21/2021 14:12,1
5/21/2021 14:24,1
5/21/2021 14:26,5
5/21/2021 14:27,3
5/21/2021 14:56,1
5/21/2021 15:19,1
5/21/2021 15:41,1
5/21/2021 15:56,1
5/21/2021 15:59,1
5/21/2021 16:23,1
5/21/2021 16:25,1
5/21/2021 17:23,1
5/21/2021 17:35,1
5/21/2021 18:38,5
5/21/2021 18:39,4
5/21/2021 18:42,1
5/21/2021 9:41,1
5/23/2021 11:18,1
5/23/2021 11:37,4
5/23/2021 13:02,1
5/23/2021 13:03,2
5/24/2021 10:57,1
5/24/2021 10:58,1
5/24/2021 11:05,1
5/24/2021 11:06,1
5/24/2021 11:08,1
5/24/2021 11:13,1
5/24/2021 11:54,1
5/24/2021 12:12,1
5/24/2021 12:16,1
5/24/2021 12:43,2
5/24/2021 13:33,1
5/24/2021 13:46,1
5/24/2021 13:51,1
5/24/2021 13:58,1
5/24/2021 14:49,1
5/24/2021 15:07,1
5/24/2021 15:13,3
5/24/2021 16:07,1
5/24/2021 16:57,1
5/24/2021 9:44,1
5/24/2021 9:53,1
5/25/2021 10:36,1
5/25/2021 11:11,1
5/25/2021 11:46,1
5/25/2021 11:54,3
5/25/2021 12:43,1
5/25/2021 13:00,1
5/25/2021 13:46,1
5/25/2021 14:09,1
5/25/2021 14:18,2
5/25/2021 14:26,3
5/25/2021 14:53,1
5/25/2021 14:58,1
5/25/2021 15:03,3
5/25/2021 15:21,1
5/25/2021 15:32,4
5/25/2021 16:00,1
5/25/2021 16:32,1
5/25/2021 9:47,1
5/25/2021 9:50,1
5/26/2021 10:35,1
5/26/2021 11:09,1
5/26/2021 11:10,1
5/26/2021 11:27,1
5/26/2021 11:29,1
5/26/2021 11:55,5
5/26/2021 11:56,6
5/26/2021 12:00,1
5/26/2021 12:03,1
5/26/2021 12:07,2
5/26/2021 12:09,1
5/26/2021 12:34,1
5/26/2021 13:09,2
5/26/2021 13:57,1
5/26/2021 13:58,1
5/26/2021 14:00,1
5/26/2021 14:02,3
5/26/2021 15:59,1
5/26/2021 16:20,3
5/26/2021 17:21,2
5/26/2021 17:43,1
5/26/2021 21:48,2
5/26/2021 9:27,1
5/26/2021 9:56,2
5/26/2021 9:59,2
5/27/2021 10:06,1
5/27/2021 10:10,1
5/27/2021 11:45,1
5/27/2021 11:53,2
5/27/2021 12:24,1
5/27/2021 13:03,1
5/27/2021 13:31,1
5/27/2021 13:32,1
5/27/2021 13:39,1
5/27/2021 13:49,1
5/27/2021 14:02,1
5/27/2021 14:03,2
5/27/2021 14:05,2
5/27/2021 14:40,1
5/27/2021 14:55,1
5/27/2021 15:14,1
5/27/2021 15:16,1
5/27/2021 15:18,1
5/27/2021 15:42,1
5/27/2021 15:44,1
5/27/2021 16:08,1
5/27/2021 16:09,2
5/27/2021 16:31,1
5/27/2021 17:30,1
5/27/2021 17:45,2
5/27/2021 17:47,2
5/27/2021 17:48,5
5/27/2021 17:49,1
5/27/2021 17:52,1
5/27/2021 17:53,1
5/27/2021 19:03,4
5/27/2021 9:56,1
5/27/2021 9:57,5
5/28/2021 10:23,1
5/28/2021 11:05,2
5/28/2021 11:06,3
5/28/2021 11:24,2
5/28/2021 11:45,1
5/28/2021 11:51,2
5/28/2021 11:56,3
5/28/2021 13:35,1
5/28/2021 14:05,1
5/28/2021 14:06,1
5/28/2021 14:40,1
5/28/2021 14:41,1
5/28/2021 14:50,1
5/28/2021 14:53,1
5/28/2021 15:16,1
5/28/2021 15:49,1
5/28/2021 16:12,1
5/28/2021 17:15,1
5/28/2021 17:54,2
5/28/2021 9:33,1
5/29/2021 10:49,1
5/29/2021 10:50,11
5/29/2021 12:32,1
5/29/2021 12:33,1
5/29/2021 20:53,2
5/3/2021 10:25,1
5/3/2021 10:44,1
5/3/2021 10:45,4
5/3/2021 10:47,1
5/3/2021 11:32,1
5/3/2021 11:47,1
5/3/2021 12:49,1
5/3/2021 12:59,1
5/3/2021 14:03,1
5/3/2021 14:04,2
5/3/2021 14:51,1
5/3/2021 18:26,2
5/3/2021 18:27,2
5/3/2021 8:23,1
5/30/2021 10:21,1
5/30/2021 10:29,2
5/30/2021 10:34,3
5/30/2021 11:11,2
5/30/2021 11:15,1
5/30/2021 11:41,1
5/30/2021 11:42,1
5/30/2021 11:54,1
5/30/2021 11:55,1
5/30/2021 12:01,2
5/30/2021 18:19,1
5/30/2021 20:36,1
5/30/2021 21:03,5
5/30/2021 21:04,2
5/30/2021 9:30,1
5/30/2021 9:54,1
5/31/2021 13:58,1
5/31/2021 13:59,2
5/31/2021 9:45,1
5/31/2021 9:46,2
5/4/2021 11:05,1
5/4/2021 11:27,1
5/4/2021 11:32,1
5/4/2021 11:53,1
5/4/2021 11:54,2
5/4/2021 12:24,2
5/4/2021 13:35,1
5/4/2021 13:37,1
5/4/2021 13:39,2
5/4/2021 14:19,4
5/4/2021 14:21,2
5/4/2021 15:02,2
5/4/2021 15:20,1
5/4/2021 15:52,1
5/4/2021 16:05,1
5/4/2021 16:09,2
5/4/2021 17:41,2
5/4/2021 18:16,1
5/4/2021 6:54,1
5/4/2021 9:44,1
5/5/2021 11:29,1
5/5/2021 11:39,1
5/5/2021 11:40,1
5/5/2021 11:44,1
5/5/2021 11:45,1
5/5/2021 11:49,1
5/5/2021 12:23,1
5/5/2021 12:45,1
5/5/2021 12:51,1
5/5/2021 13:11,1
5/5/2021 13:19,1
5/5/2021 13:43,1
5/5/2021 13:52,1
5/5/2021 13:53,2
5/5/2021 15:03,1
5/5/2021 15:04,2
5/5/2021 15:45,1
5/5/2021 19:13,1
5/5/2021 8:22,1
5/5/2021 9:02,2
5/5/2021 9:05,1
5/5/2021 9:24,1
5/5/2021 9:25,2
5/6/2021 10:13,1
5/6/2021 10:14,1
5/6/2021 11:05,2
5/6/2021 11:49,1
5/6/2021 12:12,2
5/6/2021 12:39,1
5/6/2021 12:49,1
5/6/2021 12:55,1
5/6/2021 12:58,1
5/6/2021 14:06,2
5/6/2021 14:22,1
5/6/2021 14:26,1
5/6/2021 14:40,1
5/6/2021 14:42,1
5/6/2021 15:26,1
5/6/2021 15:35,1
5/6/2021 16:11,1
5/6/2021 16:32,3
5/6/2021 16:52,1
5/6/2021 17:05,1
5/6/2021 17:49,1
5/6/2021 17:54,1
5/6/2021 18:08,1
5/6/2021 7:06,1
5/6/2021 7:57,1
5/6/2021 9:24,1
5/7/2021 11:00,1
5/7/2021 11:06,1
5/7/2021 11:09,2
5/7/2021 11:20,1
5/7/2021 11:28,1
5/7/2021 11:33,2
5/7/2021 11:59,1
5/7/2021 12:16,1
5/7/2021 12:18,1
5/7/2021 13:21,1
5/7/2021 13:27,1
5/7/2021 13:38,2
5/7/2021 14:05,2
5/7/2021 15:00,2
5/7/2021 15:03,1
5/7/2021 15:06,1
5/7/2021 15:19,2
5/7/2021 15:22,1
5/7/2021 15:56,1
5/7/2021 17:44,1
5/7/2021 17:58,1
5/7/2021 8:28,1
5/7/2021 8:37,1
5/7/2021 9:03,1
5/7/2021 9:17,1
6/17/2022 18:29,1
6/17/2022 19:15,6
6/17/2022 19:30,2
6/18/2022 16:01,1
6/28/2022 11:46,2
6/28/2022 13:16,1
6/28/2022 20:00,29
9/23/2022 15:33,1
9/30/2022 21:52,1
NA,394050
