TOA,n
10/13/2021 12:44,1
10/13/2021 12:50,3
10/13/2021 12:55,1
10/13/2021 13:16,1
10/13/2021 13:17,1
10/13/2021 13:19,2
10/13/2021 13:30,2
10/13/2021 13:31,2
10/13/2021 13:32,1
10/13/2021 13:44,1
10/13/2021 13:45,1
10/13/2021 14:06,1
10/13/2021 14:07,2
10/13/2021 14:08,2
10/13/2021 14:32,1
10/13/2021 14:37,1
10/13/2021 14:38,1
10/13/2021 14:49,1
10/13/2021 14:56,1
10/13/2021 15:04,1
10/13/2021 15:06,1
10/13/2021 15:14,2
10/13/2021 15:20,1
10/13/2021 15:50,1
10/13/2021 16:36,1
10/13/2021 16:51,1
10/13/2021 16:52,3
10/13/2021 17:44,3
10/13/2021 6:52,2
10/13/2021 7:06,1
10/13/2021 7:45,1
10/13/2021 8:10,1
10/13/2021 8:11,1
10/13/2021 8:45,1
10/13/2021 8:46,1
10/13/2021 8:59,2
10/13/2021 9:01,1
10/13/2021 9:04,2
10/13/2021 9:05,2
10/13/2021 9:39,2
10/13/2021 9:40,2
10/13/2021 9:41,2
10/13/2021 9:42,2
10/13/2021 9:43,2
10/13/2021 9:50,1
10/13/2021 9:52,1
10/13/2022 10:01,1
10/13/2022 10:05,1
10/13/2022 10:06,1
10/13/2022 10:09,1
10/13/2022 10:26,1
10/13/2022 5:12,1
10/13/2022 5:14,1
10/13/2022 6:02,2
10/13/2022 6:21,3
10/13/2022 6:24,1
10/13/2022 6:51,2
10/13/2022 6:52,3
10/13/2022 6:53,2
10/13/2022 8:09,1
10/13/2022 9:08,1
10/13/2022 9:09,1
10/13/2022 9:10,4
10/13/2022 9:15,4
10/13/2022 9:16,1
10/13/2022 9:17,2
10/13/2022 9:18,3
10/13/2022 9:19,1
10/13/2022 9:20,1
10/13/2022 9:21,2
10/13/2022 9:22,2
10/13/2022 9:24,1
10/13/2022 9:33,2
10/13/2022 9:36,1
10/13/2022 9:37,1
10/13/2022 9:40,3
10/13/2022 9:41,3
10/13/2022 9:42,3
10/13/2022 9:43,2
10/13/2022 9:44,4
10/13/2022 9:45,3
10/13/2022 9:46,4
10/13/2022 9:47,1
10/13/2022 9:48,1
10/13/2022 9:49,1
10/13/2022 9:51,2
10/14/2021 10:02,1
10/14/2021 10:04,1
10/14/2021 10:29,1
10/14/2021 10:40,1
10/14/2021 11:18,1
10/14/2021 11:19,1
10/14/2021 11:44,1
10/14/2021 12:11,2
10/14/2021 12:19,1
10/14/2021 12:38,1
10/14/2021 12:39,1
10/14/2021 12:40,3
10/14/2021 12:41,2
10/14/2021 12:43,1
10/14/2021 12:47,2
10/14/2021 12:48,1
10/14/2021 13:13,1
10/14/2021 13:15,1
10/14/2021 13:16,1
10/14/2021 13:22,1
10/14/2021 13:23,2
10/14/2021 14:01,3
10/14/2021 14:06,1
10/14/2021 14:16,1
10/14/2021 14:26,1
10/14/2021 14:27,1
10/14/2021 14:46,2
10/14/2021 15:09,1
10/14/2021 15:13,1
10/14/2021 15:26,1
10/14/2021 15:52,1
10/14/2021 15:53,1
10/14/2021 15:57,2
10/14/2021 15:58,2
10/14/2021 16:02,2
10/14/2021 16:03,1
10/14/2021 16:11,1
10/14/2021 16:12,2
10/14/2021 16:17,1
10/14/2021 16:24,1
10/14/2021 16:25,1
10/14/2021 16:38,1
10/14/2021 16:43,1
10/14/2021 16:54,1
10/14/2021 16:59,2
10/14/2021 17:06,1
10/14/2021 17:26,1
10/14/2021 6:59,1
10/14/2021 7:31,1
10/14/2021 7:32,1
10/14/2021 8:12,1
10/14/2021 8:13,1
10/14/2021 8:29,1
10/14/2021 8:30,1
10/14/2021 8:31,2
10/14/2021 8:32,3
10/14/2021 8:35,1
10/14/2021 8:36,1
10/14/2021 8:38,1
10/14/2021 8:39,3
10/14/2021 8:42,1
10/14/2021 8:44,1
10/14/2021 8:47,1
10/14/2021 8:48,1
10/14/2021 8:49,2
10/14/2021 8:50,1
10/14/2021 8:53,1
10/14/2021 8:57,2
10/14/2021 9:02,1
10/14/2021 9:09,1
10/14/2021 9:13,1
10/14/2021 9:15,1
10/14/2021 9:21,2
10/14/2021 9:22,1
10/14/2021 9:36,1
10/14/2021 9:41,1
10/14/2021 9:46,1
10/14/2021 9:49,1
10/14/2021 9:50,1
10/14/2021 9:51,1
10/14/2021 9:53,2
10/14/2021 9:55,1
10/14/2022 14:03,2
10/14/2022 14:09,1
10/14/2022 14:12,1
10/14/2022 7:46,1
10/15/2021 10:09,2
10/15/2021 10:10,2
10/15/2021 10:27,4
10/15/2021 10:28,1
10/15/2021 10:32,1
10/15/2021 10:33,1
10/15/2021 10:36,1
10/15/2021 10:39,1
10/15/2021 10:49,1
10/15/2021 10:50,1
10/15/2021 10:53,1
10/15/2021 10:55,1
10/15/2021 10:57,1
10/15/2021 11:16,2
10/15/2021 11:35,1
10/15/2021 11:45,1
10/15/2021 12:20,1
10/15/2021 12:21,2
10/15/2021 12:22,2
10/15/2021 12:50,2
10/15/2021 12:59,1
10/15/2021 13:00,1
10/15/2021 13:04,1
10/15/2021 13:06,1
10/15/2021 13:21,1
10/15/2021 13:50,1
10/15/2021 14:50,1
10/15/2021 14:54,1
10/15/2021 14:56,1
10/15/2021 15:31,1
10/15/2021 15:50,2
10/15/2021 15:57,1
10/15/2021 15:58,1
10/15/2021 16:07,1
10/15/2021 16:14,1
10/15/2021 16:16,1
10/15/2021 16:21,1
10/15/2021 17:07,1
10/15/2021 18:55,1
10/15/2021 7:01,1
10/15/2021 7:04,1
10/15/2021 7:42,1
10/15/2021 7:50,1
10/15/2021 8:18,1
10/15/2021 8:20,1
10/15/2021 8:26,3
10/15/2021 8:50,1
10/15/2021 9:02,2
10/15/2021 9:03,1
10/15/2021 9:09,1
10/15/2021 9:30,1
10/15/2021 9:37,1
10/15/2021 9:52,2
10/15/2021 9:53,1
10/15/2021 9:54,1
10/18/2021 10:00,2
10/18/2021 10:01,2
10/18/2021 10:02,1
