BDGNBR,n
199460,65
199461,22
199462,41
199463,35
199464,61
199465,18
199466,21
199467,44
199468,23
199470,2
199475,2
199511,8
199520,19
199525,25
199526,21
199536,25
199538,21
199541,19
199553,9
199560,2
199561,23
199562,61
199564,33
199565,8
199566,6
199567,4
199568,2
199569,10
199570,8
199571,8
199572,3
199573,8
199574,2
199575,10
199576,4
199577,7
199578,18
199579,3
199580,10
199581,6
199582,8
199583,8
199584,7
199585,9
199586,5
199587,4
199588,9
199589,4
199590,11
199591,7
199592,4
199593,2
199594,7
199595,3
199596,7
199597,13
199618,14
199625,3
199629,47
199632,37
199639,4
199640,2
199641,19
199642,13
199643,8
199644,4
199645,5
199646,3
199647,9
199648,7
199654,1
199661,2
199662,5
199668,24
199676,2
199677,12
199679,14
199680,12
199695,1
199703,16
199706,33
199708,25
199709,14
199719,62
199720,53
199721,27
199722,11
199723,19
199724,63
199725,20
199726,59
199727,10
199728,24
199729,64
199730,68
199731,24
199732,67
199733,5
199734,62
199735,66
199736,66
199737,35
199738,16
199739,35
199740,11
199741,37
199742,64
199743,6
199744,51
199745,22
199746,19
199747,5
199748,15
199749,47
199750,29
199751,15
199752,41
199753,57
199754,12
199755,16
199756,65
199757,14
199758,20
199759,56
199760,52
199761,20
199791,8
199792,70
199793,55
199794,12
199795,61
199796,9
199820,6
199821,1
199832,5
199852,6
199885,1
199951,13
199962,7
200006,2
200007,1
200008,1
200009,3
200010,1
200011,2
200012,9
200013,1
200014,1
200015,1
200016,1
200017,1
200018,1
200019,2
200020,5
200030,1
200039,1
200041,1
200081,1
200104,1
200139,1
200143,10
200144,7
200145,7
200154,4
200184,8
200185,7
200196,18
200217,3
200220,1
200228,2
200233,2
200252,1
200253,8
200254,6
200256,4
200257,2
200260,3
200261,2
200264,17
200265,27
200267,1
200268,1
200276,14
200279,4
200280,8
200281,5
200282,8
200283,1
200284,4
200287,21
200321,5
200323,3
200330,5
200371,1
200383,8
200391,12
200392,15
200393,22
200394,8
200405,18
200406,2
200477,15
200478,2
200479,4
200522,1
200527,9
200528,5
200530,6
200570,5
200576,1
200591,1
200609,1
200610,2
200621,2
200622,3
200623,8
200624,8
200625,8
200626,5
200628,4
200629,8
200630,4
200645,11
200665,3
200672,3
200673,19
200699,1
200744,5
200749,3
200751,1
200752,6
200754,5
200765,9
200770,7
200771,9
200772,7
200779,1
200835,1
200846,9
200847,8
200848,5
200851,6
200852,8
200853,2
200861,7
200884,3
200901,7
200902,4
200903,7
200910,3
200912,4
200913,5
200914,1
200915,4
200917,7
200918,1
200919,1
200922,5
200925,1
200926,1
200927,5
200928,4
200929,4
200930,6
200931,6
200940,13
200964,5
200972,46
200973,37
200975,50
200976,23
200977,46
200979,16
200980,47
200981,50
200982,19
200983,2
200985,43
200987,24
200988,14
200989,12
200990,45
200991,17
200992,45
200993,43
200996,52
200997,26
200998,26
200999,41
201000,7
201001,28
201002,47
201003,14
201004,53
201005,46
201006,39
201007,42
201008,36
201009,53
201010,10
201011,45
201012,58
201013,18
201014,34
201015,5
201016,48
201018,44
201019,18
201020,59
201023,46
201031,23
201032,55
201033,9
201034,39
201035,49
201036,39
201037,58
201038,24
201039,35
201040,32
201041,50
201042,6
201043,52
201044,45
201045,54
201046,28
201048,37
201056,52
201057,45
201058,40
201059,42
201060,44
201061,39
201062,8
201063,45
201064,14
201065,55
201066,59
201067,47
201068,44
201069,44
201070,51
201071,21
201072,29
201073,40
201088,30
201089,26
201090,40
201091,51
201092,39
201093,52
201094,46
201095,2
201096,47
201097,46
201098,36
201099,40
201100,17
201101,50
201102,9
201103,4
201104,44
201105,48
201114,32
201116,41
201117,43
201118,54
201120,25
201121,45
201122,47
201123,6
201124,43
201125,8
201130,37
201131,32
201132,28
201133,45
201134,35
201135,20
201136,12
201137,27
201138,4
201139,9
201140,14
201141,42
201142,53
201143,14
201144,46
201145,40
201146,49
201147,51
201148,19
201149,42
201150,21
201151,54
201152,41
201153,37
201154,48
201155,10
201156,11
201158,1
201159,4
201160,12
201161,5
201162,6
201163,6
201164,27
201165,23
201166,7
201167,22
201168,5
201169,50
201170,45
201171,47
201175,44
201179,51
201181,51
201188,48
201189,54
201191,38
201194,24
201195,7
201203,7
201204,7
201205,9
201206,6
201207,12
201208,6
201222,22
201231,9
201237,29
201246,7
201252,12
201253,45
201254,50
201255,46
201256,25
201257,35
201259,13
201260,30
201261,35
201262,32
201264,3
201266,12
201270,12
201274,10
201281,3
201282,5
201285,12
201287,9
201288,5
201289,17
201290,2
201291,13
201299,9
201325,37
201326,14
201327,53
201328,41
201329,31
201330,42
201332,35
201333,43
201334,21
201335,48
201336,48
201337,48
201338,8
201357,8
201382,51
201383,12
201384,41
201385,36
201386,43
201387,35
201388,5
201389,2
201390,38
201391,47
201392,10
201393,3
201394,14
201395,41
201396,45
201397,1
201398,37
201399,46
201400,37
201401,20
201402,4
201404,4
201405,12
201406,4
201422,25
201434,43
201435,19
201445,6
201451,5
201452,2
201455,21
201465,7
201526,14
201527,4
201528,2
201529,21
201530,7
201531,7
201532,6
201533,1
201534,3
201535,13
201536,12
201537,20
201538,9
201539,11
201540,2
201541,10
201557,19
201558,13
201559,11
201560,1
201585,4
201597,7
201603,1
201646,41
201647,25
201655,1
201688,1
201693,1
201838,43
201841,4
201913,15
201937,1
201966,2
201971,2
202026,15
202027,2
202028,6
202029,19
202113,1
202114,1
202115,2
202116,1
202117,1
202118,1
202119,3
202121,1
202124,1
202126,12
202127,1
202128,2
202133,11
202134,1
202135,1
202136,1
202137,1
202139,7
202140,1
202141,1
202142,1
202143,1
202144,1
202145,1
202146,1
202147,1
202148,1
202149,1
202150,1
202152,1
202153,2
202154,1
202176,9
202177,8
202178,15
202179,15
202180,7
202181,17
202182,10
202183,9
202184,4
202185,5
202186,9
202187,10
202188,8
202189,11
202190,13
202191,9
202192,4
202193,10
202194,6
202195,12
202196,9
202197,5
202198,10
202199,15
202200,16
202201,10
202202,11
202203,8
202204,9
202205,8
202206,14
202207,10
202208,9
202209,10
202210,13
202211,10
202212,20
202213,9
202214,8
202224,8
202226,2
202227,15
202228,3
202229,10
202230,11
202233,7
202236,2
202237,2
202238,2
202242,7
202243,6
202244,2
202247,9
202250,8
202251,10
202252,20
202253,4
202254,4
202255,6
202263,13
202264,6
202265,8
202266,11
202267,11
202268,8
202273,7
202275,13
202276,8
202280,11
202298,6
202299,6
202339,1
202340,1
202434,18
202623,2
202624,3
202638,1
202643,1
202650,1
202652,2
202653,1
202654,1
202670,1
202672,3
202676,1
202687,12
202742,7
202759,1
202761,4
202778,1
202788,1
202831,5
202861,9
202867,5
202868,3
202871,2
202876,1
202879,1
202881,1
202883,1
202884,1
202895,2
202905,3
202906,1
202907,1
202908,3
202926,1
202932,1
202933,2
202934,2
202940,6
202941,3
202942,3
202943,4
202944,4
202954,1
202955,1
202968,3
202970,2
202971,2
202972,5
202990,3
202991,2
202997,2
203002,2
203003,1
203004,3
203047,1
NA,296673
